职位名称,关键词,薪水月薪,城市,公司名称,技能要求,工作经验,"招聘类型（校招，社招）
","产业链环节	",获取时间,职位详情
算法工程师,数据中心网络,12-22K,无锡,中科海拓（无锡）科技有限公司,"无明显侧重,语音/图像识别,Python,C/C++,TensorFlow/PyTorch,计算机相关专业,机器学习算法/工程化经验,深度学习经验",1-3年,社招,数据中心网络,2023/1/11,"岗位职责：
1、从事基于深度学习的计算机视觉相关项目开发工作； 
2、针对问题设计并实现相关的模型与算法，并能够制作数据集对模型与算法进行测试验证；
3、改造移植模型与算法，使其能够适配具体计算环境，并能够针对产品研发过程中发现的性能瓶颈进行分析及优化；
4、编写算法相关技术文档。
任职要求：
1、熟练掌握C/C++/Java/Python语言中的一种或几种，能对算法复杂度进行分析和验证；  
2、掌握常规的数据分析方法，基本的统计模型，有机器学习、深度学习经验者优先；
3、能够在Linux环境下编程，熟悉操作系统底层机制；
4、良好的抗压能力和团队协作能力；
5、良好的写作与沟通能力，能清楚的阐述算法的原理、流程及结果等；"
模型策略分析师,数据中心网络,18-30K,无锡,无锡锡商银行股份有限公司,"风控建模,风控策略,Python,SQL,R语言",1-3年,社招,数据中心网络,2023/1/11,"主要职责：
1、信用风险模型的开发和验证：基于实际数据，开发申请评分、催收评分等信用风险模型，对已有模型的运行情况进行监控、验证；
2、信贷风控策略的设计和优化：综合利用各种分析手段，设计信贷产品的风控策略，并对策略运行情况进行追踪、评估和优化；
3、反欺诈模型和策略的设计、开发和验证：设计并开发信贷产品的线上反欺诈模型和策略，并对模型和策略的运行情况进行监控、验证；
4、信贷产品和流程的风险控制：对贷款产品的线上风控流程进行设计、评估。
任职资格：
1、数学、统计学、经济学（计量经济学方向）或有较强机器学习理论和实践背景的其他专业，硕士研究生以上学历；
2、熟练掌握SAS、STATA、R软件中的至少一种，能熟练使用python的优先；
3、逻辑思维能力突出，对数据分析有浓厚的兴趣，踏实认真，有责任感；
4、1-3年建模经验，有互金头部平台模型策略团队经验优先。特别优秀的应届毕业生亦可考虑。"
智能制造工程师,数据中心网络,12-18K,无锡,博世（中国）投资有限公司,"新能源,汽车制造,英语可作为工作语言,沟通能力强",经验不限,社招,数据中心网络,2023/1/11,"岗位内容：
1. 根据产品发布和生产计划规划制造流程和机床投资
2. 负责新机器和设备的预/最终验收放行和试生产支持
3. 根据博世标准程序实施质量工具（FMEA、CP、防错、PSS…）
4. 精益生产体系在生产区的实施
5. 在车间实施质量工具（SPC、POKA YOKE、PDCA、PSS…）
6. 领导并负责技术/质量问题的故障排除和解决过程。
7. 确保生产线能够获得所有支持，以满足生产产出目标。
8. 协调/负责有关生产稳定性、成本降低、质量改进、产量增加和客户满意度的项目
9. 遵守所有工厂健康和安全规定和程序
10. 用于流程和质量改进的数字解决方案和数据分析
11. 与支持部门合作准备备件、工具、转换件、机器，以满足生产要求
12. 准备审核的所有计划问题，并陪同审核员确保审核成功
职位要求：
1. 工程或相关专业学士或硕士学位
2. 熟练使用Excel、Word和Power Point
3. 良好的英语和/或德语沟通能力
4. 3年批量生产规划或制造工作经验
5. 熟悉制造工艺，如铣削、装配、测试等。"
人力资源管培生（校招）,数据中心网络,9-11K,无锡,远东控股集团有限公司,"组织发展,HRBP经验,职能部门,COE,人力资源,COE招聘",在校/应届,社招,数据中心网络,2023/1/11,"岗位职责:
一、 人力资源规划
1. 根据公司业务发展，组织制定集团人力资源规划工作，包括部门定岗定编管理，组织各部门完成《组织手册》修订。
2. 统筹各子公司及部门完成人才盘点与诊断，提出人员结构和人员优化管理建议，并进行报批实施。
3. 统筹完成集团《人力资源制度》的修订与完成，并审核各子公司制度流程，保证母子公司在制度流程原则性和方向性保持统一。
二、 任职资格管理
1. 负责集团及指导控股公司任职资格管理体系建立和完善；
2. 组织集团及指导控股公司员工任职资格考评。
三、 找聘配置
1. 负责集团本部岗位找聘、配置、任命与发文，并指导各控股公司找聘专员开展找聘活动，跟踪远东系整体找聘效果，统计分析找聘数据，并进行数据的有效监控，及时调整找聘策略。
2. 统筹远东系找聘渠道，开发、维护政府、网站、人才市场、学校、猎头等各类找聘渠道，并评估各渠道使用效果，核算找聘成本，根据使用情况及时调整;
3. 负责校企合作管理相关工作，跟踪落实校企合作日常运营情况并实时优化调整。
4. 三站管理，负责博士后工作站、院士工作站和研究生实践基地等相关工作，完成年度评审、导师遴选、人员进出站等相关事项。
四、 体系化建设
1.统筹远东系找聘系统建设，优化与调整，提高找聘智能化水平；
2.优化找聘制度流程，健全找聘体系，督导各公司严格执行；
3.参与人才库搭建，盘活人才资源，提升找聘效率和质量
4.参与集团本部员工敬业度调研及改进项目，不断提升员工敬业度水平。
五、其他事项
根据年度人员找聘计划，协助完成岗位发布、邀约、选拔、面试、测评、背调、offer谈判、面试审批等工作以确保空缺岗位人员找聘的完成率。
任职要求:
任职要求
（1）较强的综合分析能力、沟通协调能力和文字表达能力；
（2）有责任心，认真负责，积极主动，并能承受较强的工作压力；
（3）掌握人力资源管理基础知识；
（4）具备较强的学习能力和系统思维能力；
（5）硕士研究生及以上学历、人力资源相关专业。"
算法实习生（24年毕业）,数据中心网络,200-300元/天,无锡,上海安维尔信息科技股份有限公司,"C/C++,研究导向,智能驾驶,目标跟踪",5天/周 3个月,社招,数据中心网络,2023/1/11,"根据业务需求进行产品算法设计；
对算法设计进行验证，强化算法在实际任务中的落地；
能够独立完成产品优化集成，有一定的集成能力；
                
任职资格：
  1、硕士及以上学历，有目标跟踪相关经验优先考虑；
  2、熟悉卡尔曼滤波器，kcf,meanshif,tld,光流，深度学习等算法，能跟踪单目标，多目标跟踪等前沿论文，熟悉单目标多目标的数据集
  3、性格开朗，团队合作能力强。"
算法专家,数据中心网络,25-50K,无锡,中科海拓（无锡）科技有限公司,"视觉图像算法,深度学习算法,人脸识别,TensorFlow,Caffe,PyTorch",5-10年,社招,数据中心网络,2023/1/11,"岗位职责：	
1、带领团队负责计算机视觉领域的算法研究、实现与应用；
2、熟练掌握与摄像头相关机器视觉图像处理能力技术，具备分析、识别算法的设计、实现及性能调优；
3、具备三维重建、点云处理、工业检测等相关算法研发与实施相关经验；
4、图像视觉应用软件的设计与实现,算法测试，数据分析，硬件性能测试评估等。
任职要求：	
1、计算机、软件、数学、控制相关专业等，硕士毕业6年以上相关经验 / 博士毕业3年以上相关经验；
2、熟悉计算机视觉与机器学习领域的基础理论，算法，实现已经相关的应用；
3、熟练掌握目标识别与机器学习领域相关算法，包括但不限于：特征点检测与匹配、场景分割、聚类与监督学习、概率图模型、深度学习等；
4、熟悉C、C++、Python语言开发，掌握TensorFlow、Pytorch、MXNet等深度学习库框架，OpenCV、Scikit-learn等视觉、机器学习库；
5、具备良好的英语读写能力；
6、有利用ARM/GPU/NEON/DSP实现算法的项目经验，了解嵌入式平台图像处理和算法 加速经验更佳，有算法硬件测试及优化经验者优先；
7、3年以上带团队的经验，具有较强的团队管理与协调能力，能偶有效把控格项目推进与实施力度；
8、该岗位属于高管岗位，薪资面议。"
产品测试工程师_PS,数据中心网络,12-18K,无锡,博世（中国）投资有限公司,"功能测试,性能测试",3-5年,社招,数据中心网络,2023/1/11,"【职位描述】
-Responsible for EAC function and performance verification 
Main tasks:
- EAC requirements clarification and function analysis 
 
- EAC performance and endurance test, including specification & method definition/ test plan & resource coordination/ investigations & report, etc.
- Develop testing technology and methods for specific function group (e.g. air bearing/ rotor dynamic system/ motor temperature, NVH relevant.)   
- Define specifications including: product specifications (TCD), test specifications, work instructions.
-Test facilities/equipment/tools/fixtures preparation, release and maintenance
- Problem solving / plant support for testing relevant
【任职要求】
- Master degree major in Mechatronics/ mechanical engineering/ instrumentation etc. related
- Knowledge of measurement control and instrumentation (e.g. sensor/ flowmeter/ oscilloscope…) is preferred
- Knowledge of electrical vehicle/ fuel cell system/ control system/ aero dynamic is a plus
- Good English Language Skills (fluent discussion of technical topics possible), CET6 
- pro-active, curiosity, good communication and problem solving ability
博世集团网上招聘数据处理同意声明
博世集团（博世）感谢您对本职位有兴趣。在您自行或通过第三方投递本职位前，请仔细阅读本声明。您的投递将被视作理解并同意本声明并自愿做出单独同意。
个人信息包括姓名，联系方式，工作经历，教育背景及相关证明材料，将被用于招聘流程。
招聘流程：由博世集团人力资源部、用户部门经理和招聘团队共同负责。招聘流程中，鉴于参与招聘的前述人员可能隶属于位于全球的不同博世公司，因此您的数据将被跨境传输到中国香港地区、中国台湾地区、美国及欧洲。您的个人资料只有在必须时才会被提供给博世以外的第三方机构。博世与第三方机构签订了保密合同。您申请特定职位时，若您同意，博世会将您的求职申请转向博世内部的另一职位。
您的个人信息将会存储在【SmartRecruiters招聘系统】，本系统由欧洲智能招聘有限公司（地址：英国伯克郡温莎亚瑟路圣斯蒂芬大厦，邮政区码：SL4 1RU）开发，并在您的设备和该系统之间使用了高级加密/解密程序，以保证数据传输的安全性。该系统以云端服务的形式运行。紧急情况下，欧洲智能招聘公司可进行临时访问。请确保您所提供的数据真实准确。
如果您对所申请的职位失去兴趣，可以随时撤回求职申请。撤回则代表您退出此职位的竞争。
申请流程结束后，博世将根据相关法律删除您的个人信息。拒绝或撤回后，与您的申请相关的所有资料将被保留至24 个月后。
1. 您的权利。如果您希望停止向博世提供您的个人资料，您可以通过求职申请中的邮箱登陆您的SmartRecruiters账号，并将您的档案删除。此删除即时生效，博世将不会保留您的任何信息。
如您需要查阅与修改您的数据，您可以在SmartRecruiters平台查阅和修改您的简历。进行再次投递后，我们会收到您最新的数据。
2. 雇佣。被雇佣后，您的数据将被从当前招聘系统转移至职位所属公司的人力资源管理系统。
3. 本政策如何更新。因公司业务和经营的变化或适用法律的变化，我们保留不时更新本政策的权利。我们将通过【邮件通知】的方式提供经更新的本政策，请您及时查看以获得更新。
4. 联系方式。若您需要访问并了解更多关于处理您个人信息的内容或提出权力行使的需求，依招聘平台不同，您可以通过招聘平台的对话功能与博世招聘人员联系，或访问博世中国官方主页：博世在中国>加入博世>工作机会，在网上招聘数据隐私声明中获取我们的联系方式（第三页）
现阶段使用网上招聘系统的博世集团法人
请通过访问博世中国官方主页：博世在中国>加入博世>工作机会，在网上招聘数据隐私声明中获取现阶段使用网上招聘系统的博世集团法人（第三页）"
运行助理,数据中心网络,7-10K,无锡,中科芯集成电路有限公司,"产品运行,文件管理,人员招聘",3-5年,社招,数据中心网络,2023/1/11,"工作内容
   一  产品研发生产过程中数据对外发送，和外协单位沟通，下载相关资料。
   二  文件资料管理工作
   三  协助完成其他行政事务工作及部门日常内部事务。
任职要求
1、教育背景：硕士
2、工作经验：3年以上工作经验，有IC工艺方面基础的优先
3、技能要求：能熟练操作MS OFFICE办公软件制作报表和演示文件
4、能力要求：组织协调能力强、善于沟通，
5、个性要求：敬业，为人正直，有工作激情
6、 中共党员优先考虑
7、 有体育、文艺等特长优先考虑"
目标跟踪算法工程师,数据中心网络,15-30K,无锡,上海安维尔信息科技股份有限公司,"深度学习算法,视觉图像算法",1-3年,社招,数据中心网络,2023/1/11,"1、负责人车等通用目标跟踪算法的开发；
  2、负责解决光照，阴影，遮挡，交错等实际应用中的多目标跟踪问题；
  3、负责大量路试数据的后处理，优化目标跟踪算法；
4、负责跟踪算法的实现和改进，将单目标跟踪算法和多目标跟踪算法应用到嵌入式产品中；
5、改进跟踪算法的效率和质量，协助嵌入式工程师实现单目标和多目标跟踪算法的优化和移植；
6、算法总结，实现，测试等文档编写
任职资格：
  1、本科及以上学历，有3年以上目标跟踪算法开发经验，优秀应届毕业生亦可接受；
  2、熟悉卡尔曼滤波器，kcf,meanshif,tld,光流，深度学习等算法，能跟踪单目标，多目标跟踪等前沿论文，熟悉单目标多目标的数据集
  3、性格开朗，团队合作能力强。"
FPGA⼯程师,数据中心网络,20-30K,无锡,无锡鸣石峻致医疗科技有限公司,"FPGA开发,电路设计,单片机开发,PCB工艺,硬件工程师,ModelSim,Cadence,Protel",1-3年,社招,数据中心网络,2023/1/11,"岗位职责：
1：利用FPGA开发设计DMA,FIFO,SDRAM，USB,SPI,PCI,PCIE,等常用数字电路
2：利用FPGA开发设计数字信号处理功能，但不限于数据速率降速，数字滤波，数字混频，FFT等
3：利用FPGA开发设计与微控制器（例如单片机）通信接口电路
4：利用FPGA或者CPLD设计出需要的各种时钟电路，但不限于FPGA内部PLL
5：利用FPGA或者CPLD对相关数字芯片进行配置和调试，但不限于DAC、ADC、DDS、PLL等
6：配合射频工程师进行链路功能联调，性能联调、噪声源排查等调试任务
7：攥写相应的设计，测试，调试文档
8：FPGA数字电路原理图设计，以及指导PCB工程师对8层以上板子进行布局布线相关知识技能要求：
1 熟练使用约束条件设计出具有高性能的基于FPGA数字逻辑电路和数字时序电路
2熟练使用FPGA的开发工具调试仿真综合出性能最佳的数字电路
3熟悉数字电路，熟悉数字信号处理加分项
4了解射频原理加分项
工作经验要求：
• 2年以上医疗，通信或者工业检测行业FPGA研发经验，有高速信号（工作频率10MHz以上）处理经验尤佳
• 有手机开发，基站RRU,BBU等基带信号FPGA处理经验尤佳
学历与专业要求：
• 通信工程，无线电，电路与系统，微电子等相关专业
• 硕士及以上学历优先"
算法专家,数据中心网络,30-60K,无锡,中科海拓（无锡）科技有限公司,"深度学习算法,视觉图像算法,嵌入式技术,数据分析,TensorFlow,PyTorch,人工智能,大数据",5-10年,社招,数据中心网络,2023/1/11,"岗位职责：	
1、带领团队负责计算机视觉领域的算法研究、实现与应用；
2、熟练掌握与摄像头相关机器视觉图像处理能力技术，具备分析、识别算法的设计、实现及性能调优；
3、具备三维重建、点云处理、工业检测等相关算法研发与实施相关经验；
4、图像视觉应用软件的设计与实现,算法测试，数据分析，硬件性能测试评估等。
任职要求：	
1、计算机、软件、数学、控制相关专业等，硕士毕业6年以上相关经验 / 博士毕业3年以上相关经验；
2、熟悉计算机视觉与机器学习领域的基础理论，算法，实现已经相关的应用；
3、熟练掌握目标识别与机器学习领域相关算法，包括但不限于：特征点检测与匹配、场景分割、聚类与监督学习、概率图模型、深度学习等；
4、熟悉C、C++、Python语言开发，掌握TensorFlow、Pytorch、MXNet等深度学习库框架，OpenCV、Scikit-learn等视觉、机器学习库；
5、具备良好的英语读写能力；
6、有利用ARM/GPU/NEON/DSP实现算法的项目经验，了解嵌入式平台图像处理和算法 加速经验更佳，有算法硬件测试及优化经验者优先；
7、3年以上带团队的经验，具有较强的团队管理与协调能力，能偶有效把控格项目推进与实施力度。"
软件项目主管（无锡）,数据中心网络,13-26K,无锡,中科芯集成电路有限公司,"信息化,管理系统,ERP,MES系统,需求分析评估",3-5年,社招,数据中心网络,2023/1/11,"岗位职责
1、负责企业整体信息化平台建设规划，包括规划与建设、制度建立与执行、信息系统实施与风控、数据安全机制的建立；
2、针对软件项目，了解业务需求，对现有流程进行整合、调整、维护、优化，编制详细建设方案，支持后续实施工作；
3、组织相关业务部门，与实施方一起推动业务系统上线工作，全程控制实施风险，按期保质达成目标；
4、根据企业需求变更，负责相应软件项目、模块的需求分析、设计与变更控制；
5、主动、及时导入先进的信息化技术，提升企业运作效率。
任职资格
1、有5年以上企业信息化管理、实施、开发经验；
2、参与过ERP、SAP、PLM/PDM、项目管理、MES等系统建设，了解ERP、PDM系统的管理逻辑，熟悉项目管控过程；
3、撰写项目调研、方案报告功底较强，了解现代企业管理方法论者优先；
4、具备较强的沟通能力，能够与业务部门、供应商高效沟通，并形成技术方案；
5、责任心强，较强抗压能力，具有团队合作精神，具有较强的自我学习能力；"
中科芯招聘质量管理/测试,数据中心网络,9-11K,无锡,中科芯集成电路有限公司,"IQC,SQE,QC,TS16949,ISO9001",3-5年,社招,数据中心网络,2023/1/11,"岗位职责：
1、主持落实质量管理队伍的建设，负责质量部门人员的日常管理与考核；
2、负责事业部质量工作的总体策划、推进，事业部质量管理体系的建设工作；
3、负责协调处理事业部所有产品质量直接相关业务中的事宜；
4、确保产品全流程过程中所产生的质量问题及不合格品得到及时有效地处理，跟踪并闭环；
5、全面负责供应商质量管理体系的建立，设立供应商考评体系，供应商资质的定期检查；
6、负责质量数据的收集、整理、分析、存档及报送等工作；
7、负责事业部外包方审查的总体策划、推进；
8、组织外包方过程生产巡检，确保质量管控措施得到有效执行；
9、负责并协助外包方建立生产流程管理文件并负责输出外包方工艺控制文件；
10、完成上级领导交代的其他工作；
岗位要求：硕士及以上学历，电子类或电气类相关专业；具有从事电子产品质量管理工作3年以上工作经历；熟悉电子产品生产制造流程，精通各类办公软件；具备良好的策划组织能力、判断决策能力、理解能力、沟通能力和表达能力；高度的工作热情和责任心，良好的职业道德，严谨认真的作风
原标题：《质量主管》"
信息化项目主管,数据中心网络,9-14K,无锡,中科芯集成电路有限公司,"需求分析评估,项目实施,系统集成",1-3年,社招,数据中心网络,2023/1/11,"岗位职责:
1、负责企业整体信息化平台建设规划，包括规划与建设、制度建立与执行、信息系统实施与风控、数据安全机制的建立；
2、针对软件项目，了解业务需求，对现有流程进行整合、调整、维护、优化，编制详细建设方案，支持后续实施工作；
3、组织相关业务部门，与实施方一起推动业务系统上线工作，全程控制实施风险，按期保质达成目标；
4、根据企业需求变更，负责相应软件项目、模块的需求分析、设计与变更控制；
5、主动、及时导入先进的信息化技术，提升企业运作效率。
任职资格:
1、有5年以上企业信息化管理、实施、开发经验；
2、参与过ERP、SAP、PLM/PDM、项目管理、MES等系统建设，了解ERP、PDM系统的管理逻辑，熟悉项目管控过程；
3、撰写项目调研、方案报告功底较强，了解现代企业管理方法论者优先；
4、具备较强的沟通能力，能够与业务部门、供应商高效沟通，并形成技术方案；
5、责任心强，较强抗压能力，具有团队合作精神，具有较强的自我学习能力；
加分项
有以下行业经验：计算机软件"
